data,atendente,supervisor,coordenador,operacao,cidade,estado,nome_indicador,numerador,denominador
2024-06-03,Atendente_18,Supervisor_3,Coordenador_1,Suporte Técnico,Rio de Janeiro,RJ,CSAT,6,4
2024-01-28,Atendente_15,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,SP,Atendidas,29,1
2024-01-28,Atendente_15,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,SP,TMA,409,19
2024-01-28,Atendente_15,Supervisor_2,Coordenador_1,Suporte Técnico,Curitiba,SP,CSAT,12,7
2024-04-20,Atendente_19,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,RS,Atendidas,19,1
2024-04-20,Atendente_19,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,RS,TMA,373,48
2024-04-20,Atendente_19,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,RS,CSAT,8,8
2024-05-30,Atendente_9,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,PR,Atendidas,40,1
2024-05-30,Atendente_9,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,PR,TMA,568,27
2024-05-30,Atendente_9,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,PR,CSAT,1,1
2024-07-27,Atendente_2,Supervisor_3,Coordenador_1,SAC,Curitiba,RJ,Atendidas,11,1
2024-07-27,Atendente_2,Supervisor_3,Coordenador_1,SAC,Curitiba,RJ,TMA,281,38
2024-07-27,Atendente_2,Supervisor_3,Coordenador_1,SAC,Curitiba,RJ,CSAT,16,6
2024-05-20,Atendente_9,Supervisor_4,Coordenador_1,Cobrança,Belo Horizonte,PR,Atendidas,22,1
2024-05-20,Atendente_9,Supervisor_4,Coordenador_1,Cobrança,Belo Horizonte,PR,TMA,448,15
2024-05-20,Atendente_9,Supervisor_4,Coordenador_1,Cobrança,Belo Horizonte,PR,CSAT,11,7
2024-01-02,Atendente_2,Supervisor_5,Coordenador_2,Cobrança,Curitiba,RJ,Atendidas,24,1
2024-01-02,Atendente_2,Supervisor_5,Coordenador_2,Cobrança,Curitiba,RJ,TMA,147,9
2024-01-02,Atendente_2,Supervisor_5,Coordenador_2,Cobrança,Curitiba,RJ,CSAT,12,9
2024-02-21,Atendente_3,Supervisor_2,Coordenador_1,SAC,Belo Horizonte,MG,Atendidas,42,1
2024-02-21,Atendente_3,Supervisor_2,Coordenador_1,SAC,Belo Horizonte,MG,TMA,437,35
2024-02-21,Atendente_3,Supervisor_2,Coordenador_1,SAC,Belo Horizonte,MG,CSAT,16,4
2024-05-14,Atendente_19,Supervisor_1,Coordenador_1,Cobrança,São Paulo,MG,Atendidas,39,1
2024-05-14,Atendente_19,Supervisor_1,Coordenador_1,Cobrança,São Paulo,MG,TMA,138,48
2024-05-14,Atendente_19,Supervisor_1,Coordenador_1,Cobrança,São Paulo,MG,CSAT,10,5
2024-06-16,Atendente_8,Supervisor_5,Coordenador_2,Cobrança,Belo Horizonte,MG,Atendidas,21,1
2024-06-16,Atendente_8,Supervisor_5,Coordenador_2,Cobrança,Belo Horizonte,MG,TMA,99,22
2024-06-16,Atendente_8,Supervisor_5,Coordenador_2,Cobrança,Belo Horizonte,MG,CSAT,3,1
2024-01-22,Atendente_2,Supervisor_3,Coordenador_1,Suporte Técnico,São Paulo,RJ,Atendidas,18,1
2024-01-22,Atendente_2,Supervisor_3,Coordenador_1,Suporte Técnico,São Paulo,RJ,TMA,216,14
2024-01-22,Atendente_2,Supervisor_3,Coordenador_1,Suporte Técnico,São Paulo,RJ,CSAT,19,4
2024-01-11,Atendente_6,Supervisor_2,Coordenador_1,Vendas,Rio de Janeiro,PR,Atendidas,36,1
2024-01-11,Atendente_6,Supervisor_2,Coordenador_1,Vendas,Rio de Janeiro,PR,TMA,180,13
2024-01-11,Atendente_6,Supervisor_2,Coordenador_1,Vendas,Rio de Janeiro,PR,CSAT,27,7
2024-02-21,Atendente_15,Supervisor_2,Coordenador_2,Suporte Técnico,São Paulo,RS,Atendidas,19,1
2024-02-21,Atendente_15,Supervisor_2,Coordenador_2,Suporte Técnico,São Paulo,RS,TMA,102,18
2024-02-21,Atendente_15,Supervisor_2,Coordenador_2,Suporte Técnico,São Paulo,RS,CSAT,6,3
2024-07-27,Atendente_3,Supervisor_5,Coordenador_1,SAC,Porto Alegre,SP,Atendidas,18,1
2024-07-27,Atendente_3,Supervisor_5,Coordenador_1,SAC,Porto Alegre,SP,TMA,183,40
2024-07-27,Atendente_3,Supervisor_5,Coordenador_1,SAC,Porto Alegre,SP,CSAT,16,8
2024-06-11,Atendente_14,Supervisor_3,Coordenador_1,SAC,São Paulo,RS,Atendidas,42,1
2024-06-11,Atendente_14,Supervisor_3,Coordenador_1,SAC,São Paulo,RS,TMA,417,32
2024-06-11,Atendente_14,Supervisor_3,Coordenador_1,SAC,São Paulo,RS,CSAT,9,4
2024-01-11,Atendente_13,Supervisor_2,Coordenador_2,Suporte Técnico,Curitiba,SP,Atendidas,25,1
2024-01-11,Atendente_13,Supervisor_2,Coordenador_2,Suporte Técnico,Curitiba,SP,TMA,405,27
2024-01-11,Atendente_13,Supervisor_2,Coordenador_2,Suporte Técnico,Curitiba,SP,CSAT,40,9
2024-07-26,Atendente_12,Supervisor_2,Coordenador_1,Cobrança,Curitiba,SP,Atendidas,48,1
2024-07-26,Atendente_12,Supervisor_2,Coordenador_1,Cobrança,Curitiba,SP,TMA,311,47
2024-07-26,Atendente_12,Supervisor_2,Coordenador_1,Cobrança,Curitiba,SP,CSAT,6,2
2024-03-17,Atendente_3,Supervisor_5,Coordenador_1,Cobrança,São Paulo,SP,Atendidas,26,1
2024-03-17,Atendente_3,Supervisor_5,Coordenador_1,Cobrança,São Paulo,SP,TMA,404,25
2024-03-17,Atendente_3,Supervisor_5,Coordenador_1,Cobrança,São Paulo,SP,CSAT,6,2
2024-05-16,Atendente_15,Supervisor_3,Coordenador_2,Suporte Técnico,Belo Horizonte,PR,Atendidas,29,1
2024-05-16,Atendente_15,Supervisor_3,Coordenador_2,Suporte Técnico,Belo Horizonte,PR,TMA,240,46
2024-05-16,Atendente_15,Supervisor_3,Coordenador_2,Suporte Técnico,Belo Horizonte,PR,CSAT,3,1
2024-01-05,Atendente_20,Supervisor_1,Coordenador_1,SAC,Belo Horizonte,MG,Atendidas,34,1
2024-01-05,Atendente_20,Supervisor_1,Coordenador_1,SAC,Belo Horizonte,MG,TMA,463,33
2024-01-05,Atendente_20,Supervisor_1,Coordenador_1,SAC,Belo Horizonte,MG,CSAT,19,8
2024-06-14,Atendente_13,Supervisor_3,Coordenador_2,Cobrança,Porto Alegre,RS,Atendidas,16,1
2024-06-14,Atendente_13,Supervisor_3,Coordenador_2,Cobrança,Porto Alegre,RS,TMA,384,11
2024-06-14,Atendente_13,Supervisor_3,Coordenador_2,Cobrança,Porto Alegre,RS,CSAT,19,6
2024-05-23,Atendente_18,Supervisor_1,Coordenador_2,Vendas,Porto Alegre,PR,Atendidas,21,1
2024-05-23,Atendente_18,Supervisor_1,Coordenador_2,Vendas,Porto Alegre,PR,TMA,304,32
2024-05-23,Atendente_18,Supervisor_1,Coordenador_2,Vendas,Porto Alegre,PR,CSAT,1,1
2024-01-29,Atendente_5,Supervisor_4,Coordenador_1,Suporte Técnico,Rio de Janeiro,MG,Atendidas,28,1
2024-01-29,Atendente_5,Supervisor_4,Coordenador_1,Suporte Técnico,Rio de Janeiro,MG,TMA,253,26
2024-01-29,Atendente_5,Supervisor_4,Coordenador_1,Suporte Técnico,Rio de Janeiro,MG,CSAT,22,9
2024-02-25,Atendente_9,Supervisor_3,Coordenador_1,Cobrança,Rio de Janeiro,PR,Atendidas,18,1
2024-02-25,Atendente_9,Supervisor_3,Coordenador_1,Cobrança,Rio de Janeiro,PR,TMA,212,9
2024-02-25,Atendente_9,Supervisor_3,Coordenador_1,Cobrança,Rio de Janeiro,PR,CSAT,9,4
2024-04-13,Atendente_4,Supervisor_4,Coordenador_1,SAC,São Paulo,RJ,Atendidas,31,1
2024-04-13,Atendente_4,Supervisor_4,Coordenador_1,SAC,São Paulo,RJ,TMA,139,19
2024-04-13,Atendente_4,Supervisor_4,Coordenador_1,SAC,São Paulo,RJ,CSAT,12,3
2024-01-13,Atendente_8,Supervisor_1,Coordenador_1,SAC,Porto Alegre,RS,Atendidas,28,1
2024-01-13,Atendente_8,Supervisor_1,Coordenador_1,SAC,Porto Alegre,RS,TMA,590,8
2024-01-13,Atendente_8,Supervisor_1,Coordenador_1,SAC,Porto Alegre,RS,CSAT,16,6
2024-04-12,Atendente_8,Supervisor_1,Coordenador_2,SAC,Curitiba,MG,Atendidas,40,1
2024-04-12,Atendente_8,Supervisor_1,Coordenador_2,SAC,Curitiba,MG,TMA,121,48
2024-04-12,Atendente_8,Supervisor_1,Coordenador_2,SAC,Curitiba,MG,CSAT,7,6
2024-02-25,Atendente_5,Supervisor_3,Coordenador_1,SAC,São Paulo,RS,Atendidas,26,1
2024-02-25,Atendente_5,Supervisor_3,Coordenador_1,SAC,São Paulo,RS,TMA,499,49
2024-02-25,Atendente_5,Supervisor_3,Coordenador_1,SAC,São Paulo,RS,CSAT,5,2
2024-04-26,Atendente_1,Supervisor_4,Coordenador_1,Cobrança,Curitiba,PR,Atendidas,29,1
2024-04-26,Atendente_1,Supervisor_4,Coordenador_1,Cobrança,Curitiba,PR,TMA,458,31
2024-04-26,Atendente_1,Supervisor_4,Coordenador_1,Cobrança,Curitiba,PR,CSAT,15,9
2024-02-11,Atendente_1,Supervisor_2,Coordenador_1,Cobrança,Belo Horizonte,SP,Atendidas,29,1
2024-02-11,Atendente_1,Supervisor_2,Coordenador_1,Cobrança,Belo Horizonte,SP,TMA,225,45
2024-02-11,Atendente_1,Supervisor_2,Coordenador_1,Cobrança,Belo Horizonte,SP,CSAT,4,1
2024-04-24,Atendente_20,Supervisor_4,Coordenador_1,SAC,Belo Horizonte,MG,Atendidas,21,1
2024-04-24,Atendente_20,Supervisor_4,Coordenador_1,SAC,Belo Horizonte,MG,TMA,211,35
2024-04-24,Atendente_20,Supervisor_4,Coordenador_1,SAC,Belo Horizonte,MG,CSAT,1,1
2024-05-24,Atendente_18,Supervisor_3,Coordenador_2,SAC,Rio de Janeiro,PR,Atendidas,33,1
2024-05-24,Atendente_18,Supervisor_3,Coordenador_2,SAC,Rio de Janeiro,PR,TMA,480,43
2024-05-24,Atendente_18,Supervisor_3,Coordenador_2,SAC,Rio de Janeiro,PR,CSAT,8,7
2024-05-28,Atendente_6,Supervisor_3,Coordenador_1,Cobrança,Curitiba,MG,Atendidas,18,1
2024-05-28,Atendente_6,Supervisor_3,Coordenador_1,Cobrança,Curitiba,MG,TMA,378,25
2024-05-28,Atendente_6,Supervisor_3,Coordenador_1,Cobrança,Curitiba,MG,CSAT,4,1
2024-01-30,Atendente_3,Supervisor_3,Coordenador_1,Vendas,Curitiba,SP,Atendidas,24,1
2024-01-30,Atendente_3,Supervisor_3,Coordenador_1,Vendas,Curitiba,SP,TMA,326,19
2024-01-30,Atendente_3,Supervisor_3,Coordenador_1,Vendas,Curitiba,SP,CSAT,29,9
2024-06-22,Atendente_9,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RJ,Atendidas,45,1
2024-06-22,Atendente_9,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RJ,TMA,528,23
2024-06-22,Atendente_9,Supervisor_3,Coordenador_1,Cobrança,Porto Alegre,RJ,CSAT,25,8
2024-01-06,Atendente_3,Supervisor_4,Coordenador_1,Vendas,Curitiba,RJ,Atendidas,34,1
2024-01-06,Atendente_3,Supervisor_4,Coordenador_1,Vendas,Curitiba,RJ,TMA,482,16
2024-01-06,Atendente_3,Supervisor_4,Coordenador_1,Vendas,Curitiba,RJ,CSAT,14,3
2024-05-12,Atendente_8,Supervisor_3,Coordenador_2,Suporte Técnico,Rio de Janeiro,RJ,Atendidas,16,1
2024-05-12,Atendente_8,Supervisor_3,Coordenador_2,Suporte Técnico,Rio de Janeiro,RJ,TMA,218,8
2024-05-12,Atendente_8,Supervisor_3,Coordenador_2,Suporte Técnico,Rio de Janeiro,RJ,CSAT,5,4
2024-02-24,Atendente_7,Supervisor_2,Coordenador_1,Cobrança,São Paulo,RJ,Atendidas,46,1
2024-02-24,Atendente_7,Supervisor_2,Coordenador_1,Cobrança,São Paulo,RJ,TMA,567,33
2024-02-24,Atendente_7,Supervisor_2,Coordenador_1,Cobrança,São Paulo,RJ,CSAT,43,9
2024-03-09,Atendente_4,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,PR,Atendidas,49,1
2024-03-09,Atendente_4,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,PR,TMA,135,21
2024-03-09,Atendente_4,Supervisor_5,Coordenador_2,Vendas,Rio de Janeiro,PR,CSAT,21,7
2024-07-21,Atendente_2,Supervisor_5,Coordenador_1,SAC,Porto Alegre,RS,Atendidas,7,1
2024-07-21,Atendente_2,Supervisor_5,Coordenador_1,SAC,Porto Alegre,RS,TMA,275,49
2024-07-21,Atendente_2,Supervisor_5,Coordenador_1,SAC,Porto Alegre,RS,CSAT,26,6
2024-03-21,Atendente_11,Supervisor_2,Coordenador_2,Cobrança,Curitiba,RJ,Atendidas,46,1
2024-03-21,Atendente_11,Supervisor_2,Coordenador_2,Cobrança,Curitiba,RJ,TMA,400,21
2024-03-21,Atendente_11,Supervisor_2,Coordenador_2,Cobrança,Curitiba,RJ,CSAT,25,8
2024-01-22,Atendente_3,Supervisor_1,Coordenador_2,Cobrança,Curitiba,RJ,Atendidas,38,1
2024-01-22,Atendente_3,Supervisor_1,Coordenador_2,Cobrança,Curitiba,RJ,TMA,300,24
2024-01-22,Atendente_3,Supervisor_1,Coordenador_2,Cobrança,Curitiba,RJ,CSAT,6,4
2024-04-06,Atendente_18,Supervisor_3,Coordenador_1,SAC,Belo Horizonte,MG,Atendidas,37,1
2024-04-06,Atendente_18,Supervisor_3,Coordenador_1,SAC,Belo Horizonte,MG,TMA,517,43
2024-04-06,Atendente_18,Supervisor_3,Coordenador_1,SAC,Belo Horizonte,MG,CSAT,10,5
2024-04-17,Atendente_4,Supervisor_1,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,Atendidas,23,1
2024-04-17,Atendente_4,Supervisor_1,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,TMA,279,36
2024-04-17,Atendente_4,Supervisor_1,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,CSAT,22,7
2024-02-13,Atendente_18,Supervisor_3,Coordenador_2,SAC,Belo Horizonte,RS,Atendidas,22,1
2024-02-13,Atendente_18,Supervisor_3,Coordenador_2,SAC,Belo Horizonte,RS,TMA,470,17
2024-02-13,Atendente_18,Supervisor_3,Coordenador_2,SAC,Belo Horizonte,RS,CSAT,15,4
2024-02-16,Atendente_13,Supervisor_4,Coordenador_2,Cobrança,Belo Horizonte,PR,Atendidas,15,1
2024-02-16,Atendente_13,Supervisor_4,Coordenador_2,Cobrança,Belo Horizonte,PR,TMA,316,39
2024-02-16,Atendente_13,Supervisor_4,Coordenador_2,Cobrança,Belo Horizonte,PR,CSAT,9,2
2024-02-19,Atendente_4,Supervisor_3,Coordenador_1,Vendas,Curitiba,MG,Atendidas,33,1
2024-02-19,Atendente_4,Supervisor_3,Coordenador_1,Vendas,Curitiba,MG,TMA,382,5
2024-02-19,Atendente_4,Supervisor_3,Coordenador_1,Vendas,Curitiba,MG,CSAT,8,8
2024-07-15,Atendente_18,Supervisor_3,Coordenador_2,SAC,Curitiba,RJ,Atendidas,6,1
2024-07-15,Atendente_18,Supervisor_3,Coordenador_2,SAC,Curitiba,RJ,TMA,315,11
2024-07-15,Atendente_18,Supervisor_3,Coordenador_2,SAC,Curitiba,RJ,CSAT,9,3
2024-04-02,Atendente_10,Supervisor_1,Coordenador_2,SAC,Curitiba,RS,Atendidas,42,1
2024-04-02,Atendente_10,Supervisor_1,Coordenador_2,SAC,Curitiba,RS,TMA,566,32
2024-04-02,Atendente_10,Supervisor_1,Coordenador_2,SAC,Curitiba,RS,CSAT,3,1
2024-01-04,Atendente_4,Supervisor_4,Coordenador_1,Vendas,Curitiba,RS,Atendidas,37,1
2024-01-04,Atendente_4,Supervisor_4,Coordenador_1,Vendas,Curitiba,RS,TMA,505,47
2024-01-04,Atendente_4,Supervisor_4,Coordenador_1,Vendas,Curitiba,RS,CSAT,7,2
2024-06-28,Atendente_1,Supervisor_1,Coordenador_1,Cobrança,Porto Alegre,SP,Atendidas,8,1
2024-06-28,Atendente_1,Supervisor_1,Coordenador_1,Cobrança,Porto Alegre,SP,TMA,515,49
2024-06-28,Atendente_1,Supervisor_1,Coordenador_1,Cobrança,Porto Alegre,SP,CSAT,14,4
2024-06-19,Atendente_4,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,SP,Atendidas,13,1
2024-06-19,Atendente_4,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,SP,TMA,409,21
2024-06-19,Atendente_4,Supervisor_5,Coordenador_1,Suporte Técnico,Curitiba,SP,CSAT,9,8
2024-07-02,Atendente_12,Supervisor_1,Coordenador_2,Suporte Técnico,São Paulo,PR,Atendidas,14,1
2024-07-02,Atendente_12,Supervisor_1,Coordenador_2,Suporte Técnico,São Paulo,PR,TMA,453,24
2024-07-02,Atendente_12,Supervisor_1,Coordenador_2,Suporte Técnico,São Paulo,PR,CSAT,18,8
2024-02-18,Atendente_15,Supervisor_5,Coordenador_2,SAC,Porto Alegre,SP,Atendidas,32,1
2024-02-18,Atendente_15,Supervisor_5,Coordenador_2,SAC,Porto Alegre,SP,TMA,157,7
2024-02-18,Atendente_15,Supervisor_5,Coordenador_2,SAC,Porto Alegre,SP,CSAT,13,3
2024-04-16,Atendente_9,Supervisor_4,Coordenador_1,Cobrança,Curitiba,RS,Atendidas,45,1
2024-04-16,Atendente_9,Supervisor_4,Coordenador_1,Cobrança,Curitiba,RS,TMA,76,13
2024-04-16,Atendente_9,Supervisor_4,Coordenador_1,Cobrança,Curitiba,RS,CSAT,13,6
2024-02-11,Atendente_13,Supervisor_5,Coordenador_2,Vendas,Curitiba,PR,Atendidas,36,1
2024-02-11,Atendente_13,Supervisor_5,Coordenador_2,Vendas,Curitiba,PR,TMA,137,45
2024-02-11,Atendente_13,Supervisor_5,Coordenador_2,Vendas,Curitiba,PR,CSAT,8,5
2024-06-27,Atendente_8,Supervisor_3,Coordenador_1,SAC,São Paulo,PR,Atendidas,32,1
2024-06-27,Atendente_8,Supervisor_3,Coordenador_1,SAC,São Paulo,PR,TMA,315,38
2024-06-27,Atendente_8,Supervisor_3,Coordenador_1,SAC,São Paulo,PR,CSAT,24,7
2024-02-28,Atendente_12,Supervisor_3,Coordenador_2,Cobrança,Belo Horizonte,SP,Atendidas,45,1
2024-02-28,Atendente_12,Supervisor_3,Coordenador_2,Cobrança,Belo Horizonte,SP,TMA,65,39
2024-02-28,Atendente_12,Supervisor_3,Coordenador_2,Cobrança,Belo Horizonte,SP,CSAT,30,7
2024-05-22,Atendente_14,Supervisor_4,Coordenador_1,Vendas,São Paulo,RJ,Atendidas,33,1
2024-05-22,Atendente_14,Supervisor_4,Coordenador_1,Vendas,São Paulo,RJ,TMA,339,9
2024-05-22,Atendente_14,Supervisor_4,Coordenador_1,Vendas,São Paulo,RJ,CSAT,9,4
2024-05-20,Atendente_1,Supervisor_5,Coordenador_1,Vendas,Curitiba,MG,Atendidas,14,1
2024-05-20,Atendente_1,Supervisor_5,Coordenador_1,Vendas,Curitiba,MG,TMA,360,44
2024-05-20,Atendente_1,Supervisor_5,Coordenador_1,Vendas,Curitiba,MG,CSAT,13,9
2024-05-07,Atendente_9,Supervisor_2,Coordenador_1,Cobrança,Porto Alegre,PR,Atendidas,20,1
2024-05-07,Atendente_9,Supervisor_2,Coordenador_1,Cobrança,Porto Alegre,PR,TMA,573,13
2024-05-07,Atendente_9,Supervisor_2,Coordenador_1,Cobrança,Porto Alegre,PR,CSAT,8,8
2024-02-28,Atendente_16,Supervisor_3,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,Atendidas,20,1
2024-02-28,Atendente_16,Supervisor_3,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,TMA,554,20
2024-02-28,Atendente_16,Supervisor_3,Coordenador_2,Suporte Técnico,Rio de Janeiro,RS,CSAT,9,8
2024-04-22,Atendente_19,Supervisor_3,Coordenador_1,Vendas,Belo Horizonte,SP,Atendidas,30,1
2024-04-22,Atendente_19,Supervisor_3,Coordenador_1,Vendas,Belo Horizonte,SP,TMA,214,26
2024-04-22,Atendente_19,Supervisor_3,Coordenador_1,Vendas,Belo Horizonte,SP,CSAT,2,2
2024-06-30,Atendente_11,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,SP,Atendidas,10,1
2024-06-30,Atendente_11,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,SP,TMA,68,32
2024-06-30,Atendente_11,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,SP,CSAT,18,4
2024-07-06,Atendente_2,Supervisor_5,Coordenador_2,SAC,Porto Alegre,RS,Atendidas,31,1
2024-07-06,Atendente_2,Supervisor_5,Coordenador_2,SAC,Porto Alegre,RS,TMA,117,29
2024-07-06,Atendente_2,Supervisor_5,Coordenador_2,SAC,Porto Alegre,RS,CSAT,25,6
2024-02-09,Atendente_13,Supervisor_3,Coordenador_2,SAC,Porto Alegre,PR,Atendidas,18,1
2024-02-09,Atendente_13,Supervisor_3,Coordenador_2,SAC,Porto Alegre,PR,TMA,378,10
2024-02-09,Atendente_13,Supervisor_3,Coordenador_2,SAC,Porto Alegre,PR,CSAT,15,6
2024-02-17,Atendente_8,Supervisor_3,Coordenador_1,Suporte Técnico,Belo Horizonte,PR,Atendidas,10,1
2024-02-17,Atendente_8,Supervisor_3,Coordenador_1,Suporte Técnico,Belo Horizonte,PR,TMA,299,19
2024-02-17,Atendente_8,Supervisor_3,Coordenador_1,Suporte Técnico,Belo Horizonte,PR,CSAT,9,8
2024-05-25,Atendente_13,Supervisor_2,Coordenador_1,Vendas,São Paulo,MG,Atendidas,41,1
2024-05-25,Atendente_13,Supervisor_2,Coordenador_1,Vendas,São Paulo,MG,TMA,106,10
2024-05-25,Atendente_13,Supervisor_2,Coordenador_1,Vendas,São Paulo,MG,CSAT,4,3
2024-03-14,Atendente_15,Supervisor_5,Coordenador_1,Cobrança,Curitiba,RS,Atendidas,18,1
2024-03-14,Atendente_15,Supervisor_5,Coordenador_1,Cobrança,Curitiba,RS,TMA,581,49
2024-03-14,Atendente_15,Supervisor_5,Coordenador_1,Cobrança,Curitiba,RS,CSAT,4,2
2024-06-21,Atendente_5,Supervisor_4,Coordenador_2,Cobrança,Curitiba,SP,Atendidas,9,1
2024-06-21,Atendente_5,Supervisor_4,Coordenador_2,Cobrança,Curitiba,SP,TMA,422,14
2024-06-21,Atendente_5,Supervisor_4,Coordenador_2,Cobrança,Curitiba,SP,CSAT,20,5
2024-01-29,Atendente_2,Supervisor_3,Coordenador_1,SAC,São Paulo,PR,Atendidas,37,1
2024-01-29,Atendente_2,Supervisor_3,Coordenador_1,SAC,São Paulo,PR,TMA,299,14
2024-01-29,Atendente_2,Supervisor_3,Coordenador_1,SAC,São Paulo,PR,CSAT,6,5
2024-04-23,Atendente_17,Supervisor_3,Coordenador_2,Cobrança,São Paulo,RS,Atendidas,34,1
2024-04-23,Atendente_17,Supervisor_3,Coordenador_2,Cobrança,São Paulo,RS,TMA,373,29
2024-04-23,Atendente_17,Supervisor_3,Coordenador_2,Cobrança,São Paulo,RS,CSAT,6,4
2024-05-30,Atendente_1,Supervisor_4,Coordenador_2,Vendas,Curitiba,RJ,Atendidas,46,1
2024-05-30,Atendente_1,Supervisor_4,Coordenador_2,Vendas,Curitiba,RJ,TMA,279,8
2024-05-30,Atendente_1,Supervisor_4,Coordenador_2,Vendas,Curitiba,RJ,CSAT,27,6
2024-07-15,Atendente_6,Supervisor_5,Coordenador_1,Cobrança,Rio de Janeiro,RJ,Atendidas,43,1
2024-07-15,Atendente_6,Supervisor_5,Coordenador_1,Cobrança,Rio de Janeiro,RJ,TMA,115,45
2024-07-15,Atendente_6,Supervisor_5,Coordenador_1,Cobrança,Rio de Janeiro,RJ,CSAT,25,6
2024-04-20,Atendente_2,Supervisor_5,Coordenador_2,SAC,Porto Alegre,MG,Atendidas,43,1
2024-04-20,Atendente_2,Supervisor_5,Coordenador_2,SAC,Porto Alegre,MG,TMA,412,5
2024-04-20,Atendente_2,Supervisor_5,Coordenador_2,SAC,Porto Alegre,MG,CSAT,11,5
2024-07-05,Atendente_2,Supervisor_2,Coordenador_1,Cobrança,Belo Horizonte,RS,Atendidas,39,1
2024-07-05,Atendente_2,Supervisor_2,Coordenador_1,Cobrança,Belo Horizonte,RS,TMA,177,7
2024-07-05,Atendente_2,Supervisor_2,Coordenador_1,Cobrança,Belo Horizonte,RS,CSAT,9,2
2024-01-29,Atendente_6,Supervisor_5,Coordenador_1,Vendas,Belo Horizonte,PR,Atendidas,20,1
2024-01-29,Atendente_6,Supervisor_5,Coordenador_1,Vendas,Belo Horizonte,PR,TMA,285,34
2024-01-29,Atendente_6,Supervisor_5,Coordenador_1,Vendas,Belo Horizonte,PR,CSAT,9,5
2024-03-12,Atendente_18,Supervisor_1,Coordenador_2,Cobrança,Rio de Janeiro,RJ,Atendidas,30,1
2024-03-12,Atendente_18,Supervisor_1,Coordenador_2,Cobrança,Rio de Janeiro,RJ,TMA,437,5
2024-03-12,Atendente_18,Supervisor_1,Coordenador_2,Cobrança,Rio de Janeiro,RJ,CSAT,13,7
2024-04-02,Atendente_11,Supervisor_4,Coordenador_1,Suporte Técnico,Porto Alegre,RS,Atendidas,11,1
2024-04-02,Atendente_11,Supervisor_4,Coordenador_1,Suporte Técnico,Porto Alegre,RS,TMA,111,20
2024-04-02,Atendente_11,Supervisor_4,Coordenador_1,Suporte Técnico,Porto Alegre,RS,CSAT,6,4
2024-07-08,Atendente_18,Supervisor_4,Coordenador_2,Suporte Técnico,Porto Alegre,MG,Atendidas,25,1
2024-07-08,Atendente_18,Supervisor_4,Coordenador_2,Suporte Técnico,Porto Alegre,MG,TMA,509,49
2024-07-08,Atendente_18,Supervisor_4,Coordenador_2,Suporte Técnico,Porto Alegre,MG,CSAT,2,2
2024-07-26,Atendente_13,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,SP,Atendidas,29,1
2024-07-26,Atendente_13,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,SP,TMA,507,33
2024-07-26,Atendente_13,Supervisor_5,Coordenador_2,Suporte Técnico,Rio de Janeiro,SP,CSAT,18,8
2024-06-26,Atendente_6,Supervisor_4,Coordenador_2,SAC,Porto Alegre,SP,Atendidas,20,1
2024-06-26,Atendente_6,Supervisor_4,Coordenador_2,SAC,Porto Alegre,SP,TMA,444,22
2024-06-26,Atendente_6,Supervisor_4,Coordenador_2,SAC,Porto Alegre,SP,CSAT,24,8
2024-04-03,Atendente_18,Supervisor_5,Coordenador_1,SAC,Porto Alegre,PR,Atendidas,13,1
2024-04-03,Atendente_18,Supervisor_5,Coordenador_1,SAC,Porto Alegre,PR,TMA,285,17
2024-04-03,Atendente_18,Supervisor_5,Coordenador_1,SAC,Porto Alegre,PR,CSAT,15,4
2024-02-16,Atendente_9,Supervisor_5,Coordenador_2,Vendas,Curitiba,SP,Atendidas,32,1
2024-02-16,Atendente_9,Supervisor_5,Coordenador_2,Vendas,Curitiba,SP,TMA,293,9
2024-02-16,Atendente_9,Supervisor_5,Coordenador_2,Vendas,Curitiba,SP,CSAT,18,7
2024-06-17,Atendente_3,Supervisor_5,Coordenador_2,SAC,Belo Horizonte,PR,Atendidas,21,1
